,time,open,high,low,close,volume
0,1774829400000,1982.6,1984.71,1982.4,1984.55,532.53
1,1774829460000,1984.55,1984.55,1983.09,1983.39,222.38
2,1774829520000,1983.39,1983.64,1981.46,1982.54,896.36
3,1774829580000,1982.54,1983.89,1981.81,1983.21,380.93
4,1774829640000,1983.21,1984.6,1982.28,1982.76,577.73
5,1774829700000,1982.76,1982.96,1980.67,1981.44,286.58
6,1774829760000,1981.44,1982.05,1980.93,1980.93,236.16
7,1774829820000,1980.93,1989.0,1980.66,1987.93,1485.8
8,1774829880000,1987.93,1992.93,1986.59,1992.6,3926.16
9,1774829940000,1992.6,2020.0,1991.31,2018.02,35683.48
10,1774830000000,2018.02,2023.3,2011.43,2017.43,17272.42
11,1774830060000,2017.43,2019.83,2009.05,2010.0,4160.7
12,1774830120000,2010.0,2013.94,2008.65,2010.97,4494.31
13,1774830180000,2010.97,2011.69,2005.19,2007.02,3927.68
14,1774830240000,2007.02,2008.86,2006.12,2006.49,2312.2
15,1774830300000,2006.49,2008.36,2005.48,2006.84,2831.95
16,1774830360000,2006.84,2012.8,2006.27,2012.8,2470.36
17,1774830420000,2012.8,2016.35,2010.66,2011.44,3682.41
18,1774830480000,2011.44,2013.16,2008.44,2008.99,1069.82
19,1774830540000,2008.99,2009.62,2006.1,2006.76,957.41
20,1774830600000,2006.76,2012.48,2006.55,2009.3,1922.26
21,1774830660000,2009.3,2010.56,2007.45,2008.73,840.15
22,1774830720000,2008.73,2011.67,2008.73,2009.03,1226.88
23,1774830780000,2009.03,2009.03,2005.14,2005.54,1463.25
24,1774830840000,2005.54,2005.64,2001.99,2004.1,3857.18
25,1774830900000,2004.1,2004.8,2001.33,2004.48,759.46
26,1774830960000,2004.48,2005.74,2003.03,2004.6,911.57
27,1774831020000,2004.6,2004.93,1998.27,1999.2,1123.04
28,1774831080000,1999.2,2000.8,1996.35,1997.74,1711.43
29,1774831140000,1997.74,1998.93,1996.01,1997.0,1284.71
30,1774831200000,1997.0,1997.93,1995.34,1997.62,649.18
31,1774831260000,1997.62,1998.0,1993.65,1995.7,835.94
32,1774831320000,1995.7,1997.0,1995.08,1995.58,665.09
33,1774831380000,1995.58,1997.66,1995.15,1997.25,889.73
34,1774831440000,1997.25,1998.64,1996.51,1997.6,250.73
35,1774831500000,1997.6,1999.0,1996.77,1999.0,694.61
36,1774831560000,1999.0,2001.0,1998.99,1999.98,1332.3
37,1774831620000,1999.98,2000.76,1999.0,1999.0,6304.72
38,1774831680000,1999.0,2000.44,1999.0,1999.01,2492.18
39,1774831740000,1999.01,1999.36,1999.0,1999.0,1508.15
40,1774831800000,1999.0,1999.01,1995.54,1996.26,3027.49
41,1774831860000,1996.26,1996.26,1990.5,1992.85,2948.81
42,1774831920000,1992.85,1994.0,1992.14,1993.4,1686.73
43,1774831980000,1993.4,1994.16,1991.64,1992.24,955.42
44,1774832040000,1992.24,1993.53,1991.88,1992.95,794.53
45,1774832100000,1992.95,1993.6,1992.29,1993.11,460.78
46,1774832160000,1993.11,1997.87,1992.62,1995.83,1939.67
47,1774832220000,1995.83,1997.81,1995.1,1997.57,883.35
48,1774832280000,1997.57,1999.0,1997.22,1997.23,454.94
49,1774832340000,1997.23,1997.7,1996.23,1996.37,335.18
50,1774832400000,1996.37,1998.99,1996.1,1998.26,365.98
51,1774832460000,1998.26,2004.16,1997.63,2003.22,3395.38
52,1774832520000,2003.22,2004.0,2002.13,2003.5,577.44
53,1774832580000,2003.5,2005.03,2001.83,2004.72,679.35
54,1774832640000,2004.72,2007.21,2001.87,2002.54,1215.46
55,1774832700000,2002.54,2004.72,2002.46,2003.73,818.85
56,1774832760000,2003.73,2006.38,2003.49,2005.22,904.95
57,1774832820000,2005.22,2005.55,2002.38,2002.72,656.04
58,1774832880000,2002.72,2002.94,2000.04,2002.7,1010.69
59,1774832940000,2002.7,2002.7,1999.2,2000.04,524.27
60,1774833000000,2000.04,2000.93,1999.5,1999.81,368.96
61,1774833060000,1999.81,2002.3,1999.8,2002.13,463.86
62,1774833120000,2002.13,2002.68,2000.51,2001.15,145.46
63,1774833180000,2001.15,2001.29,1998.13,1999.68,261.39
64,1774833240000,1999.68,2000.65,1999.58,2000.32,201.55
65,1774833300000,2000.32,2001.34,1997.51,1998.92,362.66
66,1774833360000,1998.92,2002.56,1998.92,2000.95,795.13
67,1774833420000,2000.95,2000.95,1999.45,2000.83,183.06
68,1774833480000,2000.83,2004.81,2000.83,2002.89,667.3
69,1774833540000,2002.89,2005.72,2002.77,2005.15,1945.23
70,1774833600000,2005.15,2005.77,2002.95,2002.95,612.28
71,1774833660000,2002.95,2005.0,2002.48,2003.23,777.32
72,1774833720000,2003.23,2004.49,2002.89,2003.85,174.5
73,1774833780000,2003.85,2005.04,2003.31,2004.36,262.36
74,1774833840000,2004.36,2004.58,2001.74,2002.41,202.26
75,1774833900000,2002.41,2006.0,2002.41,2004.71,564.9
76,1774833960000,2004.71,2005.66,2004.06,2005.06,241.01
77,1774834020000,2005.06,2006.13,2004.26,2005.76,234.47
78,1774834080000,2005.76,2010.95,2005.05,2007.43,1819.03
79,1774834140000,2007.43,2007.43,2006.3,2006.55,541.23
80,1774834200000,2006.55,2007.41,2004.91,2006.9,898.66
81,1774834260000,2006.9,2012.0,2006.9,2010.8,913.83
82,1774834320000,2010.8,2011.26,2008.35,2008.48,575.14
83,1774834380000,2008.48,2008.92,2007.36,2008.12,227.88
84,1774834440000,2008.12,2012.88,2007.97,2011.25,1068.29
85,1774834500000,2011.25,2012.56,2009.7,2009.99,1074.52
86,1774834560000,2009.99,2009.99,2007.7,2009.22,433.31
87,1774834620000,2009.22,2009.22,2007.76,2008.61,127.8
88,1774834680000,2008.61,2009.41,2007.76,2007.99,329.98
89,1774834740000,2007.99,2009.27,2007.26,2009.03,178.13
90,1774834800000,2009.03,2009.95,2007.67,2007.96,720.73
91,1774834860000,2007.96,2008.16,2006.26,2006.4,413.23
92,1774834920000,2006.4,2007.18,2006.0,2007.04,241.4
93,1774834980000,2007.04,2007.94,2006.66,2007.94,337.36
94,1774835040000,2007.94,2009.73,2006.52,2009.47,210.41
95,1774835100000,2009.47,2012.09,2009.37,2010.47,1394.79
96,1774835160000,2010.47,2012.13,2010.34,2011.68,231.69
97,1774835220000,2011.68,2015.67,2011.57,2014.21,1848.38
98,1774835280000,2014.21,2016.3,2013.17,2014.21,1997.97
99,1774835340000,2014.21,2014.21,2012.28,2012.6,489.59
100,1774835400000,2012.6,2013.62,2011.54,2012.3,1034.63
101,1774835460000,2012.3,2012.46,2009.5,2010.88,1687.05
102,1774835520000,2010.88,2010.88,2008.11,2010.11,1494.96
103,1774835580000,2010.11,2010.42,2008.76,2008.76,258.35
104,1774835640000,2008.76,2009.54,2008.0,2009.28,783.29
105,1774835700000,2009.28,2011.07,2009.24,2010.1,1831.82
106,1774835760000,2010.1,2011.4,2010.1,2010.29,182.38
107,1774835820000,2010.29,2010.9,2009.61,2010.08,476.66
108,1774835880000,2010.08,2010.32,2009.1,2009.1,156.78
109,1774835940000,2009.1,2009.9,2007.89,2009.87,866.87
110,1774836000000,2009.87,2013.1,2009.87,2012.54,451.36
111,1774836060000,2012.54,2013.11,2011.81,2013.06,281.36
112,1774836120000,2013.06,2014.58,2012.32,2013.6,328.55
113,1774836180000,2013.6,2013.8,2011.14,2011.36,1115.91
114,1774836240000,2011.36,2012.14,2010.0,2010.1,762.62
115,1774836300000,2010.1,2010.24,2008.1,2008.85,235.52
116,1774836360000,2008.85,2010.6,2007.62,2010.09,340.98
117,1774836420000,2010.09,2019.31,2009.61,2015.08,3463.05
118,1774836480000,2015.08,2016.76,2013.49,2015.67,846.61
119,1774836540000,2015.67,2015.95,2012.8,2012.88,270.84
120,1774836600000,2012.88,2015.21,2012.85,2014.92,221.58
121,1774836660000,2014.92,2016.4,2013.72,2014.29,517.78
122,1774836720000,2014.29,2014.29,2012.8,2013.7,373.34
123,1774836780000,2013.7,2015.45,2013.28,2015.3,295.37
124,1774836840000,2015.3,2018.76,2015.08,2017.92,540.36
125,1774836900000,2017.92,2021.4,2016.23,2016.35,2314.47
126,1774836960000,2016.35,2016.88,2015.33,2015.7,596.08
127,1774837020000,2015.7,2016.0,2014.66,2014.71,248.37
128,1774837080000,2014.71,2015.05,2014.0,2014.05,350.31
129,1774837140000,2014.05,2015.45,2014.05,2014.42,209.01
130,1774837200000,2014.42,2014.42,2011.75,2012.29,664.38
131,1774837260000,2012.29,2013.88,2011.92,2013.26,408.9
132,1774837320000,2013.26,2013.34,2012.3,2012.96,166.77
133,1774837380000,2012.96,2013.03,2011.81,2012.83,335.63
134,1774837440000,2012.83,2013.6,2012.65,2013.35,421.09
135,1774837500000,2013.35,2015.0,2013.34,2014.52,172.52
136,1774837560000,2014.52,2014.52,2012.8,2012.8,172.07
137,1774837620000,2012.8,2013.13,2012.28,2012.33,180.24
138,1774837680000,2012.33,2013.85,2012.32,2013.3,167.6
139,1774837740000,2013.3,2013.68,2012.4,2013.67,218.6
140,1774837800000,2013.67,2014.74,2012.5,2012.5,358.32
141,1774837860000,2012.5,2014.92,2012.29,2014.44,122.98
142,1774837920000,2014.44,2014.44,2012.2,2012.99,123.84
143,1774837980000,2012.99,2012.99,2009.48,2011.17,463.63
144,1774838040000,2011.17,2012.0,2010.61,2010.61,387.76
145,1774838100000,2010.61,2011.29,2003.67,2007.79,9911.73
146,1774838160000,2007.79,2009.2,2006.97,2009.07,1027.27
147,1774838220000,2009.07,2010.32,2009.07,2010.04,469.79
148,1774838280000,2010.04,2010.69,2008.75,2009.05,732.47
149,1774838340000,2009.05,2009.67,2008.39,2009.2,845.06
150,1774838400000,2009.2,2009.51,2007.72,2008.99,550.92
151,1774838460000,2008.99,2010.38,2008.5,2010.19,505.59
152,1774838520000,2010.19,2013.91,2010.19,2013.66,953.08
153,1774838580000,2013.66,2017.08,2013.3,2015.52,1757.61
154,1774838640000,2015.52,2019.8,2015.49,2018.5,2255.93
155,1774838700000,2018.5,2029.9,2017.57,2025.99,16824.33
156,1774838760000,2025.99,2038.9,2023.51,2031.73,35033.95
157,1774838820000,2031.73,2042.95,2031.73,2037.88,20029.8
158,1774838880000,2037.88,2038.61,2034.42,2036.41,5283.42
159,1774838940000,2036.41,2039.24,2034.29,2037.6,1917.66
160,1774839000000,2037.6,2038.31,2032.69,2033.99,1849.13
161,1774839060000,2033.99,2035.25,2032.44,2032.78,1502.48
162,1774839120000,2032.78,2035.2,2032.55,2032.63,1142.58
163,1774839180000,2032.63,2032.78,2030.51,2031.11,1472.02
164,1774839240000,2031.11,2032.13,2030.19,2031.25,1132.67
165,1774839300000,2031.25,2032.38,2029.73,2030.21,1078.92
166,1774839360000,2030.21,2030.41,2028.55,2028.84,971.42
167,1774839420000,2028.84,2029.4,2028.6,2029.15,709.04
168,1774839480000,2029.15,2031.74,2028.35,2029.26,2144.96
169,1774839540000,2029.26,2030.0,2028.7,2029.15,265.47
170,1774839600000,2029.15,2030.0,2028.25,2030.0,540.02
171,1774839660000,2030.0,2030.03,2028.7,2028.75,1189.24
172,1774839720000,2028.75,2029.79,2027.14,2028.3,601.91
173,1774839780000,2028.3,2028.3,2026.91,2027.5,519.15
174,1774839840000,2027.5,2028.41,2026.55,2028.37,441.84
175,1774839900000,2028.37,2028.37,2027.3,2027.35,499.52
176,1774839960000,2027.35,2029.91,2026.96,2029.32,399.39
177,1774840020000,2029.32,2030.2,2028.68,2029.25,443.2
178,1774840080000,2029.25,2029.29,2027.46,2029.29,367.84
179,1774840140000,2029.29,2029.34,2027.9,2028.79,449.68
180,1774840200000,2028.79,2032.2,2028.03,2031.72,1084.16
181,1774840260000,2031.72,2033.0,2028.95,2029.44,978.43
182,1774840320000,2029.44,2030.83,2028.96,2030.44,229.87
183,1774840380000,2030.44,2030.91,2029.31,2029.45,287.06
184,1774840440000,2029.45,2029.62,2028.19,2028.99,340.21
185,1774840500000,2028.99,2029.92,2028.14,2028.57,244.35
186,1774840560000,2028.57,2030.41,2028.55,2029.99,220.83
187,1774840620000,2029.99,2031.53,2029.73,2030.57,219.46
188,1774840680000,2030.57,2033.0,2029.82,2032.36,414.4
189,1774840740000,2032.36,2035.02,2032.36,2032.84,799.21
190,1774840800000,2032.84,2034.84,2032.84,2034.18,466.68
191,1774840860000,2034.18,2034.51,2032.6,2032.62,223.85
192,1774840920000,2032.62,2033.2,2032.52,2032.7,294.02
193,1774840980000,2032.7,2034.98,2032.62,2034.74,728.4
194,1774841040000,2034.74,2038.38,2034.74,2037.15,1727.3
195,1774841100000,2037.15,2037.6,2036.18,2037.12,1811.85
196,1774841160000,2037.12,2039.28,2036.78,2036.99,3395.26
197,1774841220000,2036.99,2039.35,2036.99,2038.64,548.9
198,1774841280000,2038.64,2038.71,2037.2,2037.81,713.8
199,1774841340000,2037.81,2038.11,2036.12,2037.24,537.31
200,1774841400000,2037.24,2038.56,2036.96,2037.8,556.67
201,1774841460000,2037.8,2037.81,2034.22,2035.6,461.9
202,1774841520000,2035.6,2035.84,2034.51,2035.83,449.93
203,1774841580000,2035.83,2036.55,2035.07,2035.33,256.92
204,1774841640000,2035.33,2036.75,2034.48,2036.75,225.51
205,1774841700000,2036.75,2037.0,2035.79,2035.81,141.2
206,1774841760000,2035.81,2036.8,2034.85,2035.14,287.67
207,1774841820000,2035.14,2036.36,2035.06,2035.19,323.64
208,1774841880000,2035.19,2035.66,2033.89,2034.42,546.84
209,1774841940000,2034.42,2034.68,2033.66,2034.27,586.74
210,1774842000000,2034.27,2034.4,2032.76,2033.82,480.83
211,1774842060000,2033.82,2034.81,2033.82,2034.47,117.7
212,1774842120000,2034.47,2034.7,2033.67,2033.67,204.87
213,1774842180000,2033.67,2035.11,2033.64,2034.68,131.6
214,1774842240000,2034.68,2035.29,2034.06,2035.29,213.26
215,1774842300000,2035.29,2035.39,2033.63,2034.91,299.35
216,1774842360000,2034.91,2035.0,2033.37,2034.34,425.44
217,1774842420000,2034.34,2034.8,2033.77,2034.37,126.51
218,1774842480000,2034.37,2036.19,2033.99,2035.65,353.82
219,1774842540000,2035.65,2037.11,2035.01,2036.86,302.21
220,1774842600000,2036.86,2037.07,2036.31,2036.54,332.54
221,1774842660000,2036.54,2038.57,2036.01,2036.63,679.08
222,1774842720000,2036.63,2037.67,2036.4,2037.35,208.53
223,1774842780000,2037.35,2041.75,2037.35,2038.34,1039.63
224,1774842840000,2038.34,2038.35,2037.35,2037.76,222.67
225,1774842900000,2037.76,2037.76,2035.23,2035.93,330.45
226,1774842960000,2035.93,2036.21,2034.77,2034.84,314.11
227,1774843020000,2034.84,2035.94,2034.84,2035.55,90.08
228,1774843080000,2035.55,2036.34,2035.29,2036.22,304.03
229,1774843140000,2036.22,2036.6,2034.81,2035.31,422.52
230,1774843200000,2035.31,2036.15,2035.24,2035.63,296.32
231,1774843260000,2035.63,2037.57,2035.63,2036.03,426.24
232,1774843320000,2036.03,2037.77,2036.02,2037.17,252.67
233,1774843380000,2037.17,2037.48,2036.17,2036.7,370.48
234,1774843440000,2036.7,2038.0,2036.04,2036.05,227.93
235,1774843500000,2036.05,2038.12,2035.6,2038.12,435.86
236,1774843560000,2038.12,2042.52,2037.7,2041.05,1631.63
237,1774843620000,2041.05,2042.52,2040.3,2040.31,858.54
238,1774843680000,2040.31,2047.15,2039.01,2044.38,5124.17
239,1774843740000,2044.38,2045.5,2042.66,2045.15,3659.36
240,1774843800000,2045.15,2045.24,2042.69,2044.97,1145.39
241,1774843860000,2044.97,2047.95,2042.78,2043.05,2963.21
242,1774843920000,2043.05,2044.02,2042.12,2042.84,586.4
